act_id,act_name,section_name,act_issue_flag
4707,I.P.C.,W,1
4708,I.P.C.,360,0
4709,I.P.C.,366 B,0
4710,POCSO Act,9(1),0
4711,I.P.C.,363,0
4712,POCSO Act,4,0
4713,POCSO Act,7,0
4715,POCSO Act,10,0
4716,I.P.C.,377,0
4717,I.P.C.,34,0
4719,POCSO Act,8,0
4720,POCSO Act,12,0
4721,POCSO Act,6,0
4722,POCSO Act,376(2)(i)IPC,1
4726,POCSO Act,18,0
4728,I.P.C.,354 A,0
4729,I.P.C.,376,0
4730,POCSO Act,R,1
4731,POCSO Act,10,0
4733,I.P.C.,366 A,0
4734,POCSO Act,12/18,0
4738,I.P.C.,506,0
4742,I.P.C.,34,0
4746,I.P.C.,376,0
4747,POCSO Act,14,0
4751,POCSO Act,22,0
4752,I.P.C.,376,0
4754,I.P.C.,376,0
4755,I.P.C.,376(1),0
4757,I.P.C.,354/354 B,0
4761,I.P.C.,363,0
4762,I.P.C.,341,0
4763,I.P.C.,294,0
4764,I.P.C.,354 B,0
4767,POCSO Act,22(3),0
4770,I.P.C.,366 A,0
4771,I.P.C.,376,0
4772,I.P.C.,363,0
4773,I.P.C.,498 A,0
4774,POCSO Act,12,0
4777,I.P.C.,448,0
4786,POCSO Act,5(g),0
4789,I.P.C.,376 DA,0
4796,I.P.C.,370 A,0
4802,I.P.C.,366 A,0
4803,POCSO Act,4,0
4817,I.P.C.,366,0
4818,POCSO Act,4,0
4820,POCSO Act,8,0
4822,POCSO Act,4,0
4826,POCSO Act,7,0
4827,POCSO Act,6,0
4832,I.P.C.,419/323,0
4833,I.P.C.,376/201,0
4835,POCSO Act,4,0
4836,I.P.C.,354,0
4837,POCSO Act,6,0
4838,POCSO Act,7,0
4839,POCSO Act,8,0
4840,I.P.C.,354 A,0
4841,I.P.C.,376(2)/376(1),0
4842,POCSO Act,5(I),0
4843,POCSO Act,11,0
4844,POCSO Act,5(n),0
4845,POCSO Act,12,0
4846,POCSO Act,5,0
4847,POCSO Act,5(m),0
4848,POCSO Act,2(d),1
4849,I.P.C.,323,0
4850,I.P.C.,506,0
4851,I.P.C.,34,0
4852,POCSO Act,R,1
4853,POCSO Act,8,0
4854,I.P.C.,376,0
4855,I.P.C.,341,0
4856,I.P.C.,354 B,0
4857,POCSO Act,3,0
4858,POCSO Act,7,0
4859,I.P.C.,366 A,0
4860,POCSO Act,5(r),0
4861,POCSO Act,10,0
4862,POCSO Act,9(m),0
4863,I.P.C.,376(2),0
4864,POCSO Act,376(F),1
4865,I.P.C.,511,0
4866,POCSO Act,5(l)/5(m),0
4867,I.P.C.,354(A)(iii),0
4868,POCSO Act,7,0
4869,POCSO Act,17,0
4870,I.P.C.,521,0
4871,I.P.C.,354(i)(a),0
4872,I.P.C.,376(h),0
4873,I.P.C.,448,0
4874,POCSO Act,10,0
4875,POCSO Act,2012,1
4876,I.P.C.,342,0
4877,POCSO Act,18,0
4880,POCSO Act,9(a)(iv),0
4882,POCSO Act,4,0
4883,I.P.C.,448/354/354 B,0
4884,POCSO Act,8,0
4885,POCSO Act,4,0
4887,I.P.C. & POCSO Act,376(2); 4,0
4890,POCSO Act,8,0
4892,I.P.C.,3776,1
4893,I.P.C.,376 D/109,0
4894,POCSO Act,4,0
4897,I.P.C.,450/354,0
4899,I.P.C.,448/376/34,0
4900,I.P.C.,376(2)(e),0
4903,I.P.C. & POCSO Act,354; 4,0
4904,POCSO Act,RW,1
4905,POCSO Act,12,0
4906,POCSO Act,11/12,0
4907,POCSO Act,6,0
4908,POCSO Act,9(f),0
4909,POCSO Act,8,0
5490,POCSO Act,10,0
5491,POCSO Act,6,0
5492,POCSO Act,8,0
5493,POCSO Act,10,0
5494,I.P.C.,34,0
5495,POCSO Act,5(n),0
5496,I.P.C.,366 A,0
5497,I.P.C.,376,0
5498,I.P.C.,174 A,0
5499,POCSO Act,8,0
5500,I.P.C.,506,0
5501,POCSO Act,21,0
5502,POCSO Act,21,0
5503,I.P.C.,34,0
5504,I.P.C.,376(2)(i),0
5505,I.P.C.,354,0
5506,I.P.C.,452,0
5507,I.P.C.,506,0
5508,I.P.C.,120 B,0
5509,I.P.C.,34,0
5510,POCSO Act,8,0
5511,POCSO Act,12,0
5512,POCSO Act,21,0
5513,POCSO Act,12,0
5514,POCSO Act,8,0
5515,I.P.C.,366,0
5516,POCSO Act,12,0
5517,I.P.C.,376 D,0
5518,POCSO Act,6,0
5519,POCSO Act,10,0
5520,I.P.C.,506,0
5521,POCSO Act,10,0
5522,I.P.C.,323,0
5523,I.P.C.,451,0
5524,I.P.C.,506,0
5525,I.P.C.,34,0
5526,POCSO Act,10,0
5527,POCSO Act,6,0
5528,I.P.C.,376,0
5529,POCSO Act,10,0
5530,POCSO Act,6,0
5531,POCSO Act,6,0
5532,I.P.C.,366,0
5533,POCSO Act,4,0
5534,I.P.C.,343,0
5535,I.P.C.,376 D,0
5536,I.P.C.,509,0
5537,I.P.C.,34,0
5538,POCSO Act,12,0
5540,I.P.C.,376,0
5541,POCSO Act,6,0
5542,I.P.C.,354 B,0
5543,I.P.C.,323,0
5544,I.P.C.,506,0
5545,I.P.C.,368,0
5546,I.P.C.,370,0
5547,POCSO Act,9(m),0
5548,POCSO Act,10,0
5549,POCSO Act,6,0
5550,I.P.C.,509,0
5551,I.P.C.,354 D,0
5552,I.P.C.,506,0
5553,I.P.C.,34,0
5554,POCSO Act,12,0
5555,POCSO Act,12,0
5556,I.P.C.,354 A(i),0
5557,POCSO Act,5,0
5558,I.P.C.,506,0
5559,I.P.C.,323,0
5560,POCSO Act,5(m)/5(n),0
5561,I.P.C.,342,0
5562,I.P.C.,377,0
5563,I.P.C.,34,0
5564,POCSO Act,6,0
5566,POCSO Act,11,0
5567,POCSO Act,6,0
5568,I.P.C.,511,0
5569,I.P.C.,354,0
5570,I.P.C.,354 B,0
5571,I.P.C.,323,0
5572,I.P.C.,34,0
5573,I.P.C.,366,0
5574,POCSO Act,10,0
5575,POCSO Act,5(l),0
5576,POCSO Act,(m),1
5577,POCSO Act,(n),1
5578,I.P.C.,34,0
5579,POCSO Act,8,0
5581,POCSO Act,5(j)(ii)/5(l),0
5582,I.P.C.,376(2)(n),0
5583,POCSO Act,6,0
5584,I.P.C.,354,0
5585,POCSO Act,6,0
5586,I.P.C.,511,0
5587,POCSO Act,8,0
5588,POCSO Act,12,0
5589,I.P.C.,328,0
5590,I.P.C.,342,0
5591,I.P.C.,376 D,0
5592,I.P.C.,120 B,0
5593,POCSO Act,8,0
5594,POCSO Act,12,0
5595,I.P.C.,509,0
5596,I.P.C.,506,0
5597,POCSO Act,8,0
5598,POCSO Act,11,0
5599,POCSO Act,12,0
5600,I.P.C.,451,0
5601,I.P.C.,354,0
5602,I.P.C.,354 B,0
5603,I.P.C.,376,0
5604,POCSO Act,10,0
5605,POCSO Act,11,0
5606,I.P.C.,354,0
5607,POCSO Act,18,0
5608,POCSO Act,4,0
5609,I.P.C.,342,0
5610,I.P.C.,354,0
5611,I.P.C.,506,0
5612,POCSO Act,12,0
5613,I.P.C.,346,0
5614,I.P.C.,366,0
5615,I.P.C.,370,0
5616,I.P.C.,370 A,0
5617,I.P.C.,354 A,0
5618,I.P.C.,376,0
5619,POCSO Act,8,0
5620,I.P.C.,376,0
5621,POCSO Act,11,0
5622,I.P.C.,354 A,0
5623,I.P.C.,506,0
5624,POCSO Act,6,0
5625,I.P.C.,363,0
5626,I.P.C.,366,0
5627,I.P.C.,376(2),0
5628,I.P.C.,323,0
5629,I.P.C.,370,0
5630,I.P.C.,373,0
5631,I.P.C.,34,0
5632,POCSO Act,4,0
5633,I.P.C.,342,0
5634,I.P.C.,376,0
5635,POCSO Act,6,0
5636,POCSO Act,10,0
5637,POCSO Act,10,0
5638,I.P.C.,506,0
5639,POCSO Act,6,0
5640,I.P.C.,341,0
5641,I.P.C.,354,0
5642,I.P.C.,34,0
5643,I.P.C.,509,0
5644,POCSO Act,12,0
5645,I.P.C.,363,0
5646,I.P.C.,365,0
5647,POCSO Act,17,0
5648,POCSO Act,10,0
5649,I.P.C.,376,0
5650,I.P.C.,506,0
5651,POCSO Act,10,0
5652,POCSO Act,6,0
5653,POCSO Act,5,0
5654,POCSO Act,6,0
5655,POCSO Act,6,0
5656,POCSO Act,10,0
5660,I.P.C.,376(3),0
5661,I.P.C.,376,0
5662,POCSO Act,10,0
5663,I.P.C.,451,0
5664,I.P.C.,376,0
5665,POCSO Act,21,0
5666,POCSO Act,12,0
5667,I.P.C.,174 A ,0
5668,I.P.C.,506,0
5669,I.P.C.,354,0
5670,I.P.C.,451,0
5671,I.P.C.,34,0
5672,I.P.C.,506,0
5673,I.P.C.,109,0
5674,Information Technology Act,67 B,0
5675,POCSO Act,4,0
5676,I.P.C.,363,0
5677,I.P.C.,376,0
5678,I.P.C.,506,0
5679,I.P.C.,354 D,0
5680,POCSO Act,12,0
5681,I.P.C.,354,0
5682,I.P.C.,342,0
5683,POCSO Act,5(g)/5(k),0
5684,POCSO Act,8,0
5685,POCSO Act,10,0
5686,I.P.C.,354,0
5687,I.P.C.,382,0
5688,I.P.C.,376 D,0
5689,I.P.C.,354 D,0
5690,I.P.C.,376,0
5691,I.P.C.,354,0
5692,POCSO Act,12,0
5693,POCSO Act,8,0
5694,POCSO Act,12,0
5695,I.P.C.,363,0
5696,I.P.C.,376,0
5697,I.P.C.,377,0
5698,POCSO Act,6,0
5699,POCSO Act,21,0
5700,I.P.C.,342,0
5701,POCSO Act,4,0
5702,POCSO Act,12,0
5703,I.P.C.,427,0
5704,I.P.C.,376,0
5705,I.P.C.,344,0
5706,I.P.C.,376,0
5707,POCSO Act,17,0
5708,I.P.C.,377,0
5710,I.P.C.,376,0
5711,I.P.C.,109,0
5712,POCSO Act,6,0
5713,POCSO Act,17,0
5714,POCSO Act,8,0
5715,I.P.C.,342,0
5716,I.P.C.,377,0
5717,POCSO Act,6,0
5718,I.P.C.,376,0
5719,I.P.C.,352,0
5720,I.P.C.,376,0
5721,POCSO Act,12,0
5722,I.P.C.,376,0
5723,POCSO Act,8,0
5726,I.P.C.,354 B,0
5727,I.P.C.,376,0
5728,I.P.C.,376,0
5729,I.P.C.,342,0
5730,I.P.C.,376,0
5731,I.P.C.,511,0
5732,I.P.C.,376,0
5733,POCSO Act,9,0
5734,I.P.C.,427,0
5735,I.P.C.,342,0
5736,I.P.C.,370 A,0
5737,I.P.C.,451,0
5738,POCSO Act,6,0
5739,I.P.C.,342,0
5740,I.P.C.,377,0
5741,POCSO Act,6,0
5742,I.P.C.,376,0
5743,I.P.C.,363,0
5744,I.P.C.,342,0
5745,I.P.C.,368,0
5746,POCSO Act,12,0
5747,I.P.C.,342,0
5748,POCSO Act,10,0
5749,I.P.C.,376,0
5750,I.P.C.,343,0
5751,I.P.C.,324,0
5752,I.P.C.,376,0
5753,I.P.C.,376,0
5754,I.P.C.,365,0
5755,I.P.C.,354 D,0
5756,I.P.C.,506,0
5757,I.P.C.,34,0
5758,I.P.C.,354,0
5759,I.P.C.,363,0
5760,I.P.C.,452,0
5761,I.P.C.,511,0
5762,I.P.C.,450,0
5763,POCSO Act,10,0
5765,I.P.C.,376,0
5767,I.P.C.,376 D,0
5768,I.P.C.,354 B,0
5769,I.P.C.,376,0
5770,POCSO Act,34,0
5771,I.P.C.,504,0
5772,I.P.C.,342,0
5773,POCSO Act,12,0
5774,I.P.C.,376,0
5775,I.P.C.,344,0
5776,I.P.C.,376,0
5777,I.P.C.,376,0
5778,I.P.C.,354 B,0
5780,I.P.C.,376,0
5781,I.P.C.,377,0
5782,I.P.C.,342,0
5783,POCSO Act,4,0
5784,I.P.C.,354,0
5785,I.P.C.,452,0
5786,POCSO Act,10,0
5787,POCSO Act,18,0
5788,I.P.C.,354 B,0
5789,POCSO Act,10,0
5790,I.P.C.,367,0
5791,I.P.C.,368,0
5792,I.P.C.,506,0
5793,I.P.C.,377,0
5794,I.P.C.,506,0
5795,POCSO Act,10,0
5796,I.P.C.,354,0
5797,I.P.C.,354 A,0
5798,I.P.C.,376,0
5799,I.P.C.,509,0
5800,I.P.C.,376,0
5801,I.P.C.,313,0
5802,I.P.C.,323,0
5803,I.P.C.,506,0
5804,I.P.C.,354,0
5805,I.P.C.,354,0
5806,POCSO Act,6,0
5807,POCSO Act,10,0
5808,POCSO Act,18,0
5809,I.P.C.,506,0
5810,I.P.C.,354 A,0
5811,I.P.C.,354 D,0
5812,POCSO Act,12,0
5813,I.P.C.,506,0
5814,I.P.C.,509,0
5815,POCSO Act,12,0
5816,POCSO Act,6,0
5817,POCSO Act,8,0
5818,POCSO Act,10,0
5819,POCSO Act,12,0
5820,I.P.C.,354 A,0
5821,I.P.C.,354 B,0
5822,I.P.C.,376(3),0
5823,I.P.C.,506,0
5824,POCSO Act,8,0
5825,I.P.C.,376,0
5826,I.P.C.,376 A,0
5827,I.P.C.,376 B,0
5828,POCSO Act,10,0
5829,I.P.C.,506,0
5830,I.P.C.,366 A,0
5831,I.P.C.,366,0
5832,I.P.C.,376,0
5833,POCSO Act,6,0
5834,POCSO Act,8,0
5835,I.P.C.,376,0
5836,I.P.C.,506,0
5837,I.P.C.,506,0
5838,I.P.C.,376 DB,0
5839,I.P.C.,302,0
5840,I.P.C.,34,0
5841,POCSO Act,6,0
5842,POCSO Act,8,0
5843,POCSO Act,10,0
5844,I.P.C.,506,0
5845,I.P.C.,34,0
5846,POCSO Act,17,0
5847,I.P.C.,211,0
5848,I.P.C.,182,0
5849,I.P.C.,120 B,0
5850,POCSO Act,6,0
5851,I.P.C.,506,0
5852,POCSO Act,10,0
5853,I.P.C.,323,0
5854,I.P.C.,34,0
5855,I.P.C.,376(2)(n),0
5856,I.P.C.,376(2)(f),0
5857,I.P.C.,506,0
5858,I.P.C.,354 B,0
5859,I.P.C.,354 D,0
5860,I.P.C.,341,0
5861,I.P.C.,323,0
5862,POCSO Act,12,0
5863,POCSO Act,10,0
5864,I.P.C.,354,0
5865,I.P.C.,354 B,0
5866,I.P.C.,509,0
5867,I.P.C.,342,0
5868,I.P.C.,506,0
5869,I.P.C.,377,0
5870,POCSO Act,10,0
5871,I.P.C.,366,0
5872,I.P.C.,376,0
5873,I.P.C.,120 B,0
5874,I.P.C.,376,0
5875,I.P.C.,354 D,0
5876,I.P.C.,323,0
5877,POCSO Act,12,0
5878,POCSO Act,8,0
5879,POCSO Act,12,0
5880,I.P.C.,366,0
5881,I.P.C.,376,0
5882,I.P.C.,376,0
5883,I.P.C.,354 D,0
5884,POCSO Act,18,0
5885,POCSO Act,8,0
5886,I.P.C.,354,0
5887,I.P.C.,506,0
5888,I.P.C.,363,0
5889,I.P.C.,366,0
5890,I.P.C.,506,0
5891,POCSO Act,8,0
5892,I.P.C.,354 B,0
5893,I.P.C.,363,0
5894,I.P.C.,366,0
5895,I.P.C.,344,0
5896,I.P.C.,376,0
5897,I.P.C.,34,0
5898,I.P.C.,376,0
5900,I.P.C.,341,0
5901,I.P.C.,323,0
5902,I.P.C.,34,0
5903,POCSO Act,12,0
5904,I.P.C.,354,0
5905,I.P.C.,506,0
5906,I.P.C.,509,0
5907,I.P.C.,34,0
5908,POCSO Act,12,0
5909,POCSO Act,8,0
5910,POCSO Act,10,0
5911,I.P.C.,A,1
5912,POCSO Act,12,0
5913,POCSO Act,10,0
5914,I.P.C.,328,0
5915,I.P.C.,342,0
5916,I.P.C.,506,0
5917,I.P.C.,376,0
5918,POCSO Act,6,0
5919,I.P.C.,506,0
5920,I.P.C.,506,0
5921,POCSO Act,17,0
5922,POCSO Act,21,0
5923,I.P.C.,34,0
5924,I.P.C.,376 B,0
5925,POCSO Act,6,0
5926,POCSO Act,6,0
5927,I.P.C.,506,0
5928,I.P.C.,509,0
5929,POCSO Act,21,0
5930,I.P.C.,323,0
5931,I.P.C.,354 A,0
5932,I.P.C.,354 B,0
5933,I.P.C.,366 A,0
5934,I.P.C.,376,0
5935,I.P.C.,506,0
5936,I.P.C.,120 B,0
5937,I.P.C.,34,0
5938,POCSO Act,12,0
5939,I.P.C.,324,0
5940,I.P.C.,34,0
5941,POCSO Act,6,0
5942,I.P.C.,376,0
5943,I.P.C.,506,0
5944,I.P.C.,34,0
5945,I.P.C.,366 A,0
5946,I.P.C.,354,0
5947,I.P.C.,354 B,0
5948,I.P.C.,120 B,0
5949,I.P.C.,506,0
5950,POCSO Act,8,0
5951,POCSO Act,17,0
5952,I.P.C.,376,0
5953,I.P.C.,342,0
5954,POCSO Act,6,0
5955,I.P.C.,506,0
5956,I.P.C.,354 D,0
5957,I.P.C.,506,0
5958,I.P.C.,323,0
5959,I.P.C.,342,0
5960,I.P.C.,354,0
5961,I.P.C.,354 A,0
5962,I.P.C.,354 B,0
5963,I.P.C.,451,0
5964,POCSO Act,8,0
5965,POCSO Act,12,0
5966,I.P.C.,366,0
5967,I.P.C.,376,0
5968,I.P.C.,174 A,0
5969,I.P.C.,376,0
5970,I.P.C.,506,0
5971,POCSO Act,6,0
5972,POCSO Act,21,0
5973,I.P.C.,356,0
5974,I.P.C.,506,0
5975,I.P.C.,354 A,0
5976,POCSO Act,12,0
5977,I.P.C.,341,0
5978,I.P.C.,506,0
5979,I.P.C.,34,0
5980,POCSO Act,12,0
5981,I.P.C.,376,0
5982,I.P.C.,366,0
5983,I.P.C.,506,0
5984,I.P.C.,342,0
5985,POCSO Act,6,0
5986,I.P.C.,506,0
5987,I.P.C.,509,0
5988,I.P.C.,34,0
5989,POCSO Act,10,0
5990,I.P.C.,342,0
5991,I.P.C.,363,0
5992,I.P.C.,323,0
5994,I.P.C.,366 A,0
5995,I.P.C.,376,0
5996,POCSO Act,6,0
5997,I.P.C.,366,0
5998,I.P.C.,354 D,0
5999,I.P.C.,506,0
6000,I.P.C.,354 D,0
6001,I.P.C.,509,0
6002,I.P.C.,506,0
6003,I.P.C.,363,0
6004,I.P.C.,376,0
6005,I.P.C.,376,0
6006,I.P.C.,366,0
6007,I.P.C.,376,0
6008,I.P.C.,506,0
6009,POCSO Act,21,0
6010,I.P.C.,376,0
6011,I.P.C.,354 D,0
6012,I.P.C.,506,0
6013,I.P.C.,509,0
6014,POCSO Act,12,0
6015,I.P.C.,341,0
6016,I.P.C.,509,0
6017,I.P.C.,376,0
6018,I.P.C.,366 A,0
6019,PCMA,10,0
6020,PCMA,11,0
6027,I.P.C.,506,0
6028,I.P.C.,354 A,0
6029,I.P.C.,506,0
6030,I.P.C.,509,0
6031,I.P.C.,342,0
6032,I.P.C.,34,0
6033,I.P.C.,342,0
6034,I.P.C.,507,0
6035,I.P.C.,354 B,0
6036,I.P.C.,34,0
6037,I.P.C.,376 D,0
6038,I.P.C.,506,0
6039,I.P.C.,354 A,0
6040,I.P.C.,451,0
6041,I.P.C.,506,0
6042,I.P.C.,509,0
6043,I.P.C.,506,0
6044,I.P.C.,506,0
6045,"SC/ST Amendment Act, 2015",3(1)(w)(i),0
6046,POCSO Act,POCSO Act,1
6051,POCSO Act,6,0
6052,POCSO Act,17,0
6053,POCSO Act,17,0
6056,I.P.C.,511,0
6057,I.P.C.,354 A,0
6060,"SC/ST Amendment Act, 2015",3(1)(w),0
6062,I.P.C.,366 A,0
6067,I.P.C.,34,0
6068,I.P.C.,342,0
6069,I.P.C.,506,0
6070,I.P.C.,376,0
6074,I.P.C.,451,0
6087,I.P.C.,363,0
6095,I.P.C.,34,0
6098,I.P.C.,506,0
6099,POCSO Act,8,0
6100,I.P.C.,376(2)(n),0
6102,I.P.C.,511,0
6103,I.P.C.,376,0
6104,I.P.C.,511,0
6105,POCSO Act,18,0
6106,I.P.C.,376(3),0
6107,I.P.C.,511,0
6108,POCSO Act,10,0
6109,I.P.C.,354,0
6110,I.P.C.,313,0
6111,I.P.C.,342,0
6112,I.P.C.,354,0
6113,I.P.C.,354(D)354 D,0
6114,I.P.C.,313,0
6115,I.P.C.,294,0
6116,I.P.C.,376 AB,0
6117,I.P.C.,294,0
6118,I.P.C.,342,0
6119,I.P.C.,420,0
6120,POCSO Act,6,0
6121,I.P.C.,376,0
6122,I.P.C.,376,0
6123,I.P.C.,366 A,0
6124,I.P.C.,376,0
6125,I.P.C.,376(2)(f),0
6126,I.P.C.,376(2)(h),0
6127,I.P.C.,354 A(2),0
6132,Information Technology Act,67,0
6148,I.P.C.,354 B,0
6149,I.P.C.,376(3),0
6150,I.P.C.,376,0
6151,I.P.C.,376 DA,0
6152,Information Technology Act,67,0
6153,I.P.C.,376,0
6154,I.P.C.,294,0
6155,I.P.C.,376,0
6156,I.P.C.,376(3),0
6157,I.P.C.,376,0
6159,I.P.C.,376,0
6160,I.P.C.,366 A,0
6161,I.P.C.,511,0
6162,I.P.C.,307,0
6163,POCSO Act,A,1
6164,I.P.C.,506,0
6165,I.P.C.,343,0
6166,I.P.C.,354 B,0
6167,I.P.C.,376,0
6168,I.P.C.,511,0
6169,I.P.C.,354,0
6170,I.P.C.,376,0
6171,I.P.C.,376 AB,0
6172,I.P.C.,376,0
6173,I.P.C.,376,0
6174,I.P.C.,294,0
6175,I.P.C.,354 B,0
6176,I.P.C.,500,0
6177,POCSO Act,14,0
6178,I.P.C.,376,0
6179,I.P.C.,376(3),0
6181,I.P.C.,354 B,0
6182,I.P.C.,354,0
6183,I.P.C.,376,0
6184,I.P.C.,307,0
6185,POCSO Act,17,0
6186,I.P.C.,342,0
6187,I.P.C.,420,0
6188,I.P.C.,376,0
6189,I.P.C.,376,0
6190,I.P.C.,376(3),0
6191,I.P.C.,376,0
6192,I.P.C.,511,0
6193,I.P.C.,376,0
6194,I.P.C.,376,0
6195,I.P.C.,376(3),0
6196,I.P.C.,354,0
6197,I.P.C.,313,0
6198,I.P.C.,354,0
6199,I.P.C.,376 DA,0
6200,I.P.C.,371,0
6201,I.P.C.,376,0
6202,I.P.C.,376(3),0
6203,I.P.C.,366 A,0
6204,POCSO Act,17,0